"disasterNumber","state","county","city","zipCode","validRegistrations","averageFemaInspectedDamage","totalInspected","totalDamage","noFemaInspectedDamage","femaInspectedDamageBetween1And10000","femaInspectedDamageBetween10001And20000","femaInspectedDamageBetween20001And30000","femaInspectedDamageGreaterThan30000","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1440,"AK","Fairbanks North Star (Borough)","FAIRBANKS","99709",17,304.83,17,5182.06,4,13,0,0,0,10,4858.49,4858.49,0,0,10,0,0,0,"cbe9afcc-4334-428f-9e9d-e8c90ee7c217"
1440,"AK","Fairbanks North Star (Borough)","FAIRBANKS","99712",7,1149.34,7,8045.37,0,7,0,0,0,4,8603.63,6467.63,2136,0,3,1,0,0,"6f9b7d38-7f02-485c-8988-3088d009a8e2"
1440,"AK","Fairbanks North Star (Borough)","NORTH POLE","99705",16,756.28,16,12100.49,5,11,0,0,0,10,12203.57,12203.57,0,0,8,2,0,0,"5d3e3c33-5c4e-4619-a77f-e5cdc0442b3f"
1440,"AK","Fairbanks North Star (Borough)","NORTHWAY","99764",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"a5218077-0ecf-4fdc-8c47-be0b72bd236c"
1440,"AK","Fairbanks North Star (Borough)","SALCHA","99714",1,284.8,1,284.8,0,1,0,0,0,1,284.8,284.8,0,0,1,0,0,0,"edec530e-3997-4535-9fba-916fcbb1a45f"
1440,"AK","Fairbanks North Star (Borough)","SLANA","99586",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ae71d58e-3498-4a74-8c0f-0f467e63fe9a"
1440,"AK","Fairbanks North Star (Borough)","TANACROSS","99776",1,2089.14,1,2089.14,0,1,0,0,0,1,2089.14,2089.14,0,0,1,0,0,0,"50d35072-2e75-4b32-9c9c-e987741298b3"
1440,"AK","Fairbanks North Star (Borough)","TOK","99780",3,325.08,3,975.24,1,2,0,0,0,2,975.24,975.24,0,0,2,0,0,0,"88fb3f42-58c1-4cd8-a204-5896c4bcf77e"
1440,"AK","Fairbanks North Star (Borough)","TWO RIVERS","99716",1,731.72,1,731.72,0,1,0,0,0,1,731.72,731.72,0,0,1,0,0,0,"53ced109-2d60-4f1c-a6a1-12c8c9c6d12e"
1441,"TN","Anderson (County)","ANDERSONVILLE","37705",7,1341.14,2,9387.98,0,2,0,0,0,1,1157.58,979.72,0,177.86,1,0,0,0,"c105ec99-dabb-44d3-84a0-ff529a454029"
1441,"TN","Anderson (County)","BRICEVILLE","37710",12,3806.34,11,45676.09,0,10,1,0,0,8,42149.33,24761.53,2721,14666.8,1,6,1,0,"6944567d-2923-486f-a8f0-12b555ee2c49"
1441,"TN","Anderson (County)","CEDAR GROVE","38321",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2ab1a06c-3dea-4ba6-a91e-92c7d546b0b6"
1441,"TN","Anderson (County)","CLINTON","37716",8,910.74,5,7285.89,1,4,0,0,0,2,4784.48,4784.48,0,0,1,1,0,0,"794a5f04-a697-4b5c-9a41-120ba3b40012"
1441,"TN","Anderson (County)","LAKE CITY","37769",68,5047.65,43,343240.24,6,31,2,1,3,24,97006.2,57890.63,6648,32467.57,17,4,3,1,"feee65e8-8588-4563-8c11-2fc9b6ee814b"
1441,"TN","Anderson (County)","NORRIS","37828",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f24c5434-2876-4c90-bb1b-b752f2d0fca3"
1441,"TN","Anderson (County)","OAK RIDGE","37830",2,3485.12,1,6970.24,0,1,0,0,0,1,5000,5000,0,0,0,1,0,0,"7c640fdc-faf7-40e3-acfb-c4ab832cef77"
1441,"TN","Anderson (County)","OLIVER SPRINGS","37840",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d9ce37d6-2dfd-4f43-98b5-ef93c4f6d205"
1441,"TN","Bedford (County)","BELL BUCKLE","37020",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68a6a27b-288f-47c1-a935-8f0ac425cfab"
1441,"TN","Bedford (County)","NORMANDY","37360",4,680.01,3,2720.04,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"d8ad4b70-5153-4219-a33b-147bfcf559de"
1441,"TN","Bedford (County)","SHELBYVILLE","37160",11,77.82,6,856.02,3,3,0,0,0,1,403.36,403.36,0,0,1,0,0,0,"e01526f3-b6d6-425f-b03f-f1421b46e5db"
1441,"TN","Bedford (County)","WARTRACE","37183",14,13495.83,3,188941.68,0,1,0,0,2,1,118.03,0,0,118.03,1,0,0,0,"f0639dde-5ae2-4b7e-ae1d-68cd46c66de4"
1441,"TN","Bledsoe (County)","PIKEVILLE","37367",14,1080.09,5,15121.28,1,4,0,0,0,4,13784.1,11775.91,891,1117.19,3,1,0,0,"4cd54958-1d0e-4571-bdc7-6b51a0df5a0f"
1441,"TN","Carroll (County)","BUENA VISTA","38318",1,607.12,1,607.12,0,1,0,0,0,1,607.12,607.12,0,0,1,0,0,0,"08f74dce-c716-4757-b938-a298c5407c51"
1441,"TN","Carroll (County)","CEDAR GROVE","38321",4,457.3,1,1829.2,0,1,0,0,0,1,615.56,615.56,0,0,1,0,0,0,"98c3f564-d6d3-4116-9ef8-f6c255246b6c"
1441,"TN","Carroll (County)","HUNTINGDON","38344",9,13213.41,7,118920.68,0,6,0,0,1,5,20713.48,15784.26,3534,1395.22,2,3,0,0,"eed28302-3d53-4315-bec1-5dc7763b60dd"
1441,"TN","Carroll (County)","LAVINIA","38348",14,12882.33,6,180352.55,1,0,2,0,3,3,13594,10000,3534,60,1,2,0,0,"4c2fba91-a1d3-401e-965b-e1f1fb657782"
1441,"TN","Carroll (County)","MC KENZIE","38201",1,320,1,320,0,1,0,0,0,1,320,320,0,0,1,0,0,0,"809d842f-1025-4cc9-8bdb-90c078a8d3ae"
1441,"TN","Carroll (County)","YUMA","38390",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d9c35e1d-3540-4b9a-96a3-07c89b118610"
1441,"TN","Coffee (County)","MANCHESTER","37355",54,15268.62,22,824505.68,4,12,1,0,5,11,19941.79,12127.51,6267,1547.28,9,2,0,0,"e667f742-4dd3-4bfe-ad41-092ab616d433"
1441,"TN","Coffee (County)","MORRISON","37357",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d63c9853-cb57-4df6-9696-a1d4d0942a94"
1441,"TN","Coffee (County)","TULLAHOMA","37388",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"01d83c31-0689-4e21-a2d2-8b0e6ad7ae26"
1441,"TN","Crockett (County)","ALAMO","38001",1,1000,1,1000,0,1,0,0,0,1,1000,1000,0,0,1,0,0,0,"79007ec7-b848-40e4-979c-a8568e570323"
1441,"TN","Crockett (County)","BELLS","38006",25,2292.91,10,57322.73,2,7,0,0,1,3,11300.94,5879.58,1782,3639.36,1,2,0,0,"da2851fa-ac21-44ab-85a9-055a994689d4"
1441,"TN","Crockett (County)","FRUITVALE","38336",2,32202.94,2,64405.88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"70a15fb6-c3eb-4f0c-9db0-2e2fb8d5a471"
1441,"TN","Crockett (County)","GADSDEN","38337",5,995.72,3,4978.62,0,3,0,0,0,1,547.8,547.8,0,0,1,0,0,0,"ff555b08-48d8-458e-8676-8f2b39d89f75"
1441,"TN","Cumberland (County)","CRAB ORCHARD","37723",4,47.36,2,189.42,1,1,0,0,0,1,92.63,0,0,92.63,1,0,0,0,"43c18b02-2a4c-4c0c-88f8-3c6131d45157"
1441,"TN","Cumberland (County)","CROSSVILLE","38555",24,18809.39,9,451425.35,1,6,0,0,2,5,29652.88,6019.98,2520,21112.9,4,0,1,1,"f9c86f27-1add-4fb9-9016-9419f668d6a6"
1441,"TN","Cumberland (County)","CROSSVILLE","38558",1,2876.85,1,2876.85,0,1,0,0,0,1,2876.85,2876.85,0,0,1,0,0,0,"3cfcc998-6800-4f79-9747-b6b636a2227a"
1441,"TN","Cumberland (County)","CROSSVILLE","38571",2,39247.04,2,78494.07,0,1,0,0,1,2,6973.71,5000,1170,803.71,1,1,0,0,"8a0990ae-6a0b-46d7-9e90-806e1d0d1847"
1441,"TN","Cumberland (County)","CROSSVILLE","38572",146,8802,70,1285092.44,10,47,3,0,10,28,115459.49,44401.72,13424,57633.77,21,3,4,1,"aee6201e-6b38-4f97-8ae2-a783f3364f5a"
1441,"TN","Cumberland (County)","SPARTA","38583",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51eab7fc-d598-461f-94cd-470f3cda21d9"
1441,"TN","Cumberland (County)","SPRING CITY","37381",1,861.2,1,861.2,0,1,0,0,0,1,861.2,861.2,0,0,1,0,0,0,"68d4d91f-5456-482e-b7f5-21e68e070a9f"
1441,"TN","Fentress (County)","ALLARDT","38504",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"530aa1ba-8bc9-4d72-8931-aba107c92995"
1441,"TN","Fentress (County)","CLARKRANGE","38553",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ff55082f-62a2-49a5-b5cb-05e3252cdf41"
1441,"TN","Fentress (County)","GRIMSLEY","38565",3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"deb20a44-0c22-471f-b6e3-6558128a744a"
1441,"TN","Fentress (County)","JAMESTOWN","38556",5,193.64,2,968.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"3dd159d8-7830-4f82-b232-1f8491c3aa09"
1441,"TN","Fentress (County)","WILDER","38589",1,788.38,1,788.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1023a641-e569-4f0e-80dd-44b51c6d7c81"
1441,"TN","Gibson (County)","BRADFORD","38316",2,982.04,2,1964.07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"d8001c20-6500-4d8a-94d3-fb9ff8cd3983"
1441,"TN","Gibson (County)","HUMBOLDT","38343",2,288.3,1,576.6,0,1,0,0,0,1,576.6,576.6,0,0,1,0,0,0,"c59d2dad-c9ae-49d8-ae90-d7a90b5df211"
1441,"TN","Gibson (County)","MEDINA","38355",9,1384.71,4,12462.39,2,1,1,0,0,1,277.88,277.88,0,0,1,0,0,0,"82afcf19-7b85-4dc3-90b4-86033acb0df7"
1441,"TN","Gibson (County)","MILAN","38358",1,1323.64,1,1323.64,0,1,0,0,0,1,1323.64,1323.64,0,0,1,0,0,0,"6b043309-d986-4240-836a-e151c2733026"
1441,"TN","Henderson (County)","CEDAR GROVE","38321",2,1796.74,1,3593.47,0,1,0,0,0,1,3593.47,2225.09,0,1368.38,0,1,0,0,"2aa8601a-76b7-480f-b63d-2131d50d2f76"
1441,"TN","Henderson (County)","HURON","38345",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c8523609-c849-4703-a30c-f1a6b270c0d1"
1441,"TN","Henderson (County)","REAGAN","38368",1,1442.54,1,1442.54,0,1,0,0,0,1,1442.54,1090.55,0,351.99,1,0,0,0,"a4c291c3-2ca9-458e-87f2-254577929a69"
1441,"TN","Henderson (County)","WILDERSVILLE","38388",1,6842.4,1,6842.4,0,1,0,0,0,1,6971.52,5000,891,1080.52,0,1,0,0,"49b4699e-ba4e-483d-963a-373a7b434849"
1441,"TN","Madison (County)","BEECH BLUFF","38313",1,1419.29,1,1419.29,0,1,0,0,0,1,2535.29,1419.29,1116,0,1,0,0,0,"b40955db-f4d5-484b-91f8-422f31509d07"
1441,"TN","Madison (County)","JACKSON","38301",5,380.6,3,1902.99,1,2,0,0,0,2,1902.99,1902.99,0,0,2,0,0,0,"0d5f6e73-08a7-4b4d-9867-84df40f36c53"
1441,"TN","Madison (County)","JACKSON","38305",77,235.48,15,18131.72,3,12,0,0,0,7,8882.33,3052.2,3186,2644.13,7,0,0,0,"bc2a5c73-b837-4b64-8028-78876169fa3e"
1441,"TN","Madison (County)","MEDINA","38355",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8654d1b1-27a9-4c09-9503-268021d313cf"
1441,"TN","Madison (County)","PINSON","38366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41dd0682-3c2a-488f-9afa-bf4ad3e0045f"
1441,"TN","Marshall (County)","BELFAST","37019",1,2604.1,1,2604.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"8a1a9440-a56c-4697-9ac6-a7229180c8b7"
1441,"TN","Marshall (County)","CULLEOKA","38451",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4df5137a-20b0-4609-89ce-407ac6223c12"
1441,"TN","Marshall (County)","LEWISBURG","37091",55,303.36,16,16684.78,2,14,0,0,0,3,3054.63,2504.63,0,550,3,0,0,0,"93d729c4-452b-4a81-bbe3-d606453d7a5f"
1441,"TN","Montgomery (County)","ADAMS","37010",4,128.69,1,514.76,0,1,0,0,0,1,168.03,168.03,0,0,1,0,0,0,"ed874beb-cd10-4879-ad68-ebcbf4642866"
1441,"TN","Montgomery (County)","CLARKSVILLE","37040",5,483.53,3,2417.67,0,3,0,0,0,3,2417.67,2417.67,0,0,3,0,0,0,"7abc200f-d274-41f0-9e34-d5d2f5dd580e"
1441,"TN","Montgomery (County)","CLARKSVILLE","37042",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22201b44-7008-46cf-b930-2627b8642279"
1441,"TN","Montgomery (County)","CLARKSVILLE","37043",12,15.81,2,189.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"72b2625b-a719-4c07-ae33-4aa564f4fa9e"
1441,"TN","Morgan (County)","CLARKRANGE","38553",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"a8489a06-7620-4817-a3e3-0c52c1b306d4"
1441,"TN","Morgan (County)","HARRIMAN","37748",24,11857.98,18,284591.53,2,12,1,0,3,12,32474.16,24702.92,4923,2848.24,8,4,0,0,"e810eda9-ca28-4ee0-9ab4-dd2cddcbc235"
1441,"TN","Morgan (County)","LANCING","37770",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9429315f-a457-417c-bb63-d1ce84b97fab"
1441,"TN","Morgan (County)","MOSSY GROVE","37748",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cb703028-949c-4a0f-a18d-049b81c764c0"
1441,"TN","Morgan (County)","OAKDALE","37829",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"73969657-043c-4dc7-bb6d-d9713e080c3b"
1441,"TN","Morgan (County)","OLIVER SPRINGS","37840",48,26376.14,23,1266054.61,1,11,2,0,9,20,87418.22,42896.26,11348,33173.96,15,2,3,0,"432f5724-18ff-4260-ac89-6d768f0a012e"
1441,"TN","Morgan (County)","PETROS","37840",2,70617.79,2,141235.58,0,1,0,0,1,2,30138.56,9247.56,2373,18518,0,1,1,1,"9368ab32-c3d6-45dc-96a0-8a8af11fcd95"
1441,"TN","Morgan (County)","PETROS","37845",11,3298.73,9,36285.98,1,7,0,1,0,7,32935.44,11836.19,3141,17958.25,5,1,1,0,"8d4b6c25-7d36-4df8-945d-35648fd6e48d"
1441,"TN","Morgan (County)","ROCKWOOD","37854",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f700f85c-18f6-4ac5-af5b-6e6f2b5f85c5"
1441,"TN","Morgan (County)","WARTBURG","37887",57,19706.29,30,1123258.77,3,13,2,0,12,19,64049.48,36825.19,8892,18332.29,13,5,1,0,"d02669fc-2a6c-4793-95f7-ddd602a46431"
1441,"TN","Roane (County)","HARRIMAN","37748",15,19120.13,9,286801.88,2,4,0,0,3,4,1640.32,77.32,1563,0,4,0,0,0,"c4aa8701-9739-4c5c-9af8-e5a26f4fe77e"
1441,"TN","Roane (County)","OLIVER SPRINGS","37840",13,4172.73,8,54245.43,1,5,1,1,0,5,27277.71,10585.25,3000,13692.46,3,1,1,0,"8f00bc71-aa5a-45d9-a6a4-be239a57db86"
1441,"TN","Roane (County)","ROCKWOOD","37854",3,32089.57,2,96268.71,0,1,0,0,1,2,21011.75,7184.7,525,13302.05,1,0,1,0,"e823b9a7-5dc0-4cdf-98bd-8a3f01912294"
1441,"TN","Rutherford (County)","LASCASSAS","37085",3,575.2,2,1725.61,1,1,0,0,0,1,1725.61,1725.61,0,0,1,0,0,0,"505acd56-fe2c-4ee2-b1de-3e243c600313"
1441,"TN","Rutherford (County)","MURFREESBORO","37129",14,472.16,3,6610.27,0,3,0,0,0,1,92.63,0,0,92.63,1,0,0,0,"66b037f2-5d1d-4e66-9776-44beed60316e"
1441,"TN","Rutherford (County)","MURFREESBORO","37130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f4d8c2af-eca7-4489-95cd-d09df6f9f9cd"
1441,"TN","Rutherford (County)","SMYRNA","37167",11,250.28,3,2753.08,1,2,0,0,0,2,330.09,237.46,0,92.63,2,0,0,0,"1010012b-eb80-4621-9458-78213784bfe8"
1441,"TN","Scott (County)","ELGIN","37732",3,766.86,2,2300.57,0,2,0,0,0,2,1853.88,1853.88,0,0,2,0,0,0,"e1856a20-37c0-48da-ac8b-500440bb8862"
1441,"TN","Scott (County)","HELENWOOD","37755",3,924.18,2,2772.53,0,2,0,0,0,2,2202.17,2202.17,0,0,2,0,0,0,"421dc96c-85fd-417b-b8da-d9cdfd2cc76d"
1441,"TN","Scott (County)","HUNTSVILLE","37756",13,13844.59,8,179979.62,1,4,0,0,3,4,31071.04,16153.12,2016,12901.92,2,1,1,0,"18216b68-518f-40af-8fe8-859a77f5c350"
1441,"TN","Scott (County)","ONEIDA","37841",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"976bf1f3-a8d4-4f17-8d5a-1a9b67c890bf"
1441,"TN","Scott (County)","ROBBINS","37852",15,564.73,11,8470.96,1,10,0,0,0,3,5106.78,3237.95,0,1868.83,2,1,0,0,"1976cfe4-c477-427e-ac5b-1e44da33aa56"
1441,"TN","Sumner (County)","HENDERSONVILLE","37075",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d8b05c82-963e-4fdc-852c-aa5f7f5dd7c0"
1441,"TN","Sumner (County)","PORTLAND","37148",11,8001.03,5,88011.3,1,3,0,0,1,3,5856.78,764.15,0,5092.63,3,0,0,0,"b51bd898-86da-4e5f-90cd-94a5ba216460"
1441,"TN","Tipton (County)","ATOKA","38004",1,624.2,1,624.2,0,1,0,0,0,1,624.2,624.2,0,0,1,0,0,0,"dfae21f6-d3d8-4e36-8107-d4b5b6a592fb"
1441,"TN","Tipton (County)","BRIGHTON","38011",1,141075.71,1,141075.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"990d80bc-5fd6-4118-b771-341555b7635b"
1441,"TN","Tipton (County)","BURLISON","38015",46,14239.79,26,655030.21,3,15,1,0,7,18,149597.5,70685.38,13662,65250.12,5,8,5,3,"f4f440de-11ea-4a46-b81c-3ee3d2c7922d"
1441,"TN","Tipton (County)","BURLISON","38019",1,3122.3,1,3122.3,0,1,0,0,0,1,8122.3,2793.09,0,5329.21,0,1,0,0,"a327ffc8-b0f8-453d-84c0-204f1e36ef02"
1441,"TN","Tipton (County)","COVINGTON","38019",66,3622.77,29,239102.81,3,22,2,0,2,20,66514.87,36645.55,12138,17731.32,13,4,3,0,"82175418-c2ca-4e2c-89de-ce43df85105a"
1441,"TN","Tipton (County)","DRUMMONDS","38023",6,33814.62,4,202887.74,0,3,0,0,1,4,11111.06,8225.98,1596,1289.08,3,1,0,0,"e58bd5bb-97fe-4764-9f74-7792c419488f"
1441,"TN","Van Buren (County)","SPENCER","38585",6,15985.08,3,95910.46,1,1,0,0,1,2,25908.26,5908.26,1106,18894,1,0,1,1,"b5f31fcb-a881-4c3d-ba1c-ddc36b790d44"
1442,"AL","Barbour (County)","EUFAULA","36027",2,611.13,1,1222.26,0,1,0,0,0,1,1200,0,0,1200,1,0,0,0,"ac40d690-0afa-43dc-853d-225aef5c3436"
1442,"AL","Barbour (County)","LOUISVILLE","36048",3,29231.02,3,87693.06,1,1,0,0,1,1,150,0,0,150,1,0,0,0,"03411789-c43c-4af2-8929-22250792a008"
1442,"AL","Barbour (County)","MIDWAY","36053",1,205.59,1,205.59,0,1,0,0,0,1,205.59,205.59,0,0,1,0,0,0,"7f347cd0-cc15-465f-bddc-6210ef45d5b5"
1442,"AL","Blount (County)","ONEONTA","35121",5,9930.52,2,49652.58,0,1,0,0,1,1,1548.31,0,0,1548.31,1,0,0,0,"86b28a2d-8c20-44e3-837d-add87c1daeea"
1442,"AL","Calhoun (County)","ANNISTON","36201",2,4783.6,2,9567.2,0,2,0,0,0,2,10645.52,3178.79,1722,5744.73,1,1,0,0,"999ce269-4003-4db4-ad6b-06deac1768de"
1442,"AL","Calhoun (County)","OHATCHEE","36271",2,201.4,1,402.8,0,1,0,0,0,1,1389.8,402.8,987,0,1,0,0,0,"eaadbb27-ddd8-4536-9a21-61be7f17a86c"
1442,"AL","Calhoun (County)","PIEDMONT","36272",2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"6cf8ac1a-fbed-4e02-80fb-6c1615df35d7"
1442,"AL","Cherokee (County)","CENTRE","35960",101,18200.01,68,1838200.76,3,38,7,1,19,55,385339.46,177260.75,45881,160992.71,23,13,19,2,"6661686a-49b7-4926-a7db-dc4a45d11f3b"
1442,"AL","Cullman (County)","BREMEN","35033",36,19059.97,16,686158.86,2,8,0,0,6,11,58151.27,37525.46,7995,12630.81,6,3,2,0,"d0c42eca-c954-410d-b617-da99535cf92a"
1442,"AL","Cullman (County)","CRANE HILL","35053",22,505.82,4,11128.13,2,2,0,0,0,2,5279.41,0,492,4787.41,2,0,0,0,"e50b66bb-71c3-4f87-beb9-5cb647aa2c1a"
1442,"AL","Cullman (County)","CULLMAN","35055",8,23757.1,5,190056.77,0,3,0,0,2,3,4120.29,1078,2952,90.29,3,0,0,0,"31eaeb81-addf-4e69-aefb-e0c62dd1b95b"
1442,"AL","Cullman (County)","CULLMAN","35056",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b3d3d6f4-828c-4645-8ff7-17e64c523e1d"
1442,"AL","Cullman (County)","CULLMAN","35057",33,15983.21,23,527446.07,1,15,0,1,6,18,101651.24,55191.48,10038,36421.76,10,4,4,0,"1cee6240-b30b-4e1c-b636-d0ad8068c711"
1442,"AL","Cullman (County)","HANCEVILLE","35077",15,6907.17,7,103607.55,1,5,0,0,1,6,9098.23,5698.74,2535,864.49,5,1,0,0,"e9374a44-7dea-44b4-b46e-3716496c85be"
1442,"AL","Cullman (County)","VINEMONT","35179",1,639.06,1,639.06,0,1,0,0,0,1,639.06,639.06,0,0,1,0,0,0,"f045accb-c132-472f-b623-1fceaed27b7d"
1442,"AL","Dale (County)","NEWTON","36352",1,2406.45,1,2406.45,0,1,0,0,0,1,1385.63,1030.74,0,354.89,1,0,0,0,"b57dc955-1de9-45a3-9c0d-558de2146157"
1442,"AL","Dale (County)","NEWVILLE","36353",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6a8ae4fb-e0cf-4872-9b29-d06748def477"
1442,"AL","Dale (County)","OZARK","36360",3,355.51,1,1066.53,0,1,0,0,0,1,2092.53,1066.53,1026,0,1,0,0,0,"757a6fc4-fde9-4678-9008-b6a2ab90d710"
1442,"AL","Etowah (County)","GADSDEN","35901",1,537.62,1,537.62,0,1,0,0,0,1,288.58,288.58,0,0,1,0,0,0,"6d8cc411-c4db-4106-b05a-cfa8a93bc7a4"
1442,"AL","Fayette (County)","BANKSTON","35542",5,61878.28,3,309391.39,0,1,0,0,2,3,8171.39,5000,2043,1128.39,2,1,0,0,"a5ddae56-e415-4640-83cf-571e1e85ea98"
1442,"AL","Fayette (County)","BERRY","35546",1,2510.93,1,2510.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0e8304d4-fd66-41fe-adfb-9d6690992935"
1442,"AL","Fayette (County)","CARBON HILL","35549",3,3029.2,2,9087.6,0,2,0,0,0,2,6282.58,4209.58,2073,0,1,1,0,0,"416957d1-b1bd-4ac6-a377-052463b76ddc"
1442,"AL","Fayette (County)","ELDRIDGE","35554",11,7457.05,6,82027.59,2,3,0,0,1,4,37163.34,15724.95,3153,18285.39,1,2,1,1,"e9431bfd-6995-46da-8246-c86dadf89893"
1442,"AL","Fayette (County)","FAYETTE","35555",24,8338.86,14,200132.61,1,9,2,0,2,14,53578.3,31829.14,9435,12314.16,9,3,2,0,"9faf1b1e-e4df-44fa-b1e4-2ccc16373600"
1442,"AL","Hale (County)","SAWYERVILLE","36776",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bb2929ea-c034-4422-8284-624ae99e28ce"
1442,"AL","Henry (County)","ABBEVILLE","36310",102,9303.22,64,948927.94,4,48,2,0,10,42,187929.64,87827.66,32296.08,67805.9,27,9,6,1,"8df0a8b0-67ec-4878-aed1-22adaff96734"
1442,"AL","Henry (County)","EUFAULA","36027",1,2053.73,1,2053.73,0,1,0,0,0,1,1097.73,131.64,0,966.09,1,0,0,0,"fc7f7b02-2092-481b-9514-1a6db62040d3"
1442,"AL","Henry (County)","HEADLAND","36345",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7ee25491-2d55-454f-ad98-24336dcd18d9"
1442,"AL","Henry (County)","NEWVILLE","36353",2,50241.35,2,100482.69,0,1,0,0,1,2,3330.51,1123.32,0,2207.19,2,0,0,0,"4a5bdd6d-d55d-454e-b3f2-18eb6f4591f6"
1442,"AL","Houston (County)","DOTHAN","36301",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7349b816-a476-4e69-ab6f-5ee66b08512e"
1442,"AL","Jefferson (County)","ADGER","35006",20,19237.3,16,384745.94,2,9,0,0,5,12,94535.68,42264.67,17220,35051.01,4,4,4,1,"3edeec46-a7db-4fd1-bc9a-4899fe225d31"
1442,"AL","Jefferson (County)","BESSEMER","35020",5,383.53,5,1917.63,4,1,0,0,0,1,3354.63,530.69,1437,1386.94,0,1,0,0,"df7f9e61-51e7-4aa1-8155-63a3cb32e71b"
1442,"AL","Jefferson (County)","BESSEMER","35022",1,90305.47,1,90305.47,0,0,0,0,1,1,11671,5000,1671,5000,0,0,1,0,"73394bf8-edac-4ac3-bf64-1a31ed5e0eaf"
1442,"AL","Jefferson (County)","BESSEMER","35023",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0636a76c-48c6-4f47-a2b7-1bfe6692f5c7"
1442,"AL","Jefferson (County)","BIRMINGHAM","35208",3,23.47,2,70.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"9b138dd2-738b-4479-8c27-fa55107eeaa7"
1442,"AL","Jefferson (County)","BIRMINGHAM","35211",3,901.78,3,2705.34,1,2,0,0,0,2,6255.87,1026.87,3108,2121,1,1,0,0,"3ce41df1-d269-4acf-9105-e4cbee5fc539"
1442,"AL","Jefferson (County)","BIRMINGHAM","35217",2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"57ee3448-8ad2-4f8e-9a8f-ebc2f7781a6a"
1442,"AL","Jefferson (County)","BIRMINGHAM","35221",4,1152.15,4,4608.6,0,4,0,0,0,3,7244.55,707.54,5142,1395.01,3,0,0,0,"6fc76b18-b093-4645-82c5-4def6af5fe08"
1442,"AL","Jefferson (County)","BIRMINGHAM","35235",2,592.1,2,1184.19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"66b90ce1-bb06-4f30-b7dc-b53d31410242"
