"disasterNumber","state","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1446,"GU","Guam (County-equivalent)","TOTO GARDEN","96910",4,4,4,0,0,0,3,15192.04,0,0,15192.04,3,0,0,0,"f8977ecc-4351-48dd-ae87-0be4fd68af3b"
1446,"GU","Guam (County-equivalent)","TOTO GARDENS","96910",4,4,4,0,0,0,4,10511.55,0,0,10511.55,4,0,0,0,"01be8b88-5c2e-4b17-974a-310b2d1209dd"
1446,"GU","Guam (County-equivalent)","TOTO  GARDENS","96910",1,1,1,0,0,0,1,12236.72,0,0,12236.72,0,1,0,0,"cc63a925-b9e2-4341-a34a-6778c8581d91"
1446,"GU","Guam (County-equivalent)","TOTO MONGMONG","96910",1,1,1,0,0,0,1,1802.47,0,0,1802.47,1,0,0,0,"1ffe0e9d-805b-4f59-808a-7cf76845d61c"
1446,"GU","Guam (County-equivalent)","TUMON","96910",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"cf7a2b24-4426-4fc8-9b06-dc368b48adc7"
1446,"GU","Guam (County-equivalent)","YONA","96910",2,2,2,0,0,0,1,4215.4,0,0,4215.4,1,0,0,0,"0cd22947-5ca6-4e43-944a-d710f9a2922e"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96911",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"12dd7f5c-36f0-4e11-9d1f-2af5ea9fc715"
1446,"GU","Guam (County-equivalent)","DEDEDO","96911",2,2,2,0,0,0,2,11323.53,0,4742,6581.53,2,0,0,0,"45ef754c-1a8b-44e4-8b50-bf390716e430"
1446,"GU","Guam (County-equivalent)","HAMON","96911",1,1,1,0,0,0,1,2078.65,0,0,2078.65,1,0,0,0,"3f34d7eb-4142-4319-94a7-ede513f53606"
1446,"GU","Guam (County-equivalent)","HARMON","96911",18,18,18,0,0,0,11,55209.32,0,9864,45345.32,11,0,0,0,"d5f4de0d-82ca-473e-8e5a-86be8a86206e"
1446,"GU","Guam (County-equivalent)","HARMON INDUSTRIAL PARK","96911",1,1,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"91fde224-a3dc-4189-bcc4-ed6b544f668e"
1446,"GU","Guam (County-equivalent)","HARMON, TAMUNING","96911",1,1,1,0,0,0,1,3536.79,0,0,3536.79,1,0,0,0,"d8fa73f3-2f35-42f6-93fd-9c8217535620"
1446,"GU","Guam (County-equivalent)","JONESTOWN","96911",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"6fca17e9-e585-4b12-9dc9-8851462e8eb4"
1446,"GU","Guam (County-equivalent)","MANGILAO","96911",1,1,1,0,0,0,1,5764.36,0,1776,3988.36,1,0,0,0,"f9ae2858-2031-4d0b-b3c4-fc74ce8a069f"
1446,"GU","Guam (County-equivalent)","TAMUNING","96911",166,158,166,0,0,0,124,573150.72,0,170510,402640.72,114,10,0,0,"556b9ec4-58fe-4dac-9cfe-3f136b174f38"
1446,"GU","Guam (County-equivalent)","TUMIN","96911",1,1,1,0,0,0,1,1401.12,0,0,1401.12,1,0,0,0,"f14b8ba3-70a9-4da9-8969-c41e6627631b"
1446,"GU","Guam (County-equivalent)","TUMON","96911",9,9,9,0,0,0,8,28570.88,0,13744,14826.88,8,0,0,0,"f318ee4a-de1e-4016-95a1-92a3eb226e39"
1446,"GU","Guam (County-equivalent)","TUMON HEIGHTS","96911",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"00bb9c90-bf11-4d78-9183-819e89d8a125"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96911",2,2,2,0,0,0,1,1434.93,0,0,1434.93,1,0,0,0,"59f6cb10-1b09-4c4b-b160-2779dff05430"
1446,"GU","Guam (County-equivalent)","ASTUMBO","96912",1,1,1,0,0,0,1,10397.94,0,1776,8621.94,0,1,0,0,"958fcf28-21b2-41db-ad44-9d5879b75333"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96912",3,3,3,0,0,0,3,15233.86,0,2104,13129.86,3,0,0,0,"239d7ebb-f67a-48ba-aed4-3747380af620"
1446,"GU","Guam (County-equivalent)","DEDEDO","96912",749,725,749,0,0,0,616,3228410.92,0,585340,2640518.22,541,75,0,0,"40a02b5f-5798-4301-a5a7-a4b4f0d491c5"
1446,"GU","Guam (County-equivalent)","HARMON","96912",10,10,10,0,0,0,9,39104.36,0,4208,34896.36,8,1,0,0,"4501134e-70b5-468e-b6d0-df5e29a42646"
1446,"GU","Guam (County-equivalent)","MACHANAO","96912",7,7,7,0,0,0,5,22744.86,0,5328,17416.86,4,1,0,0,"d2d1207c-a5e0-4e77-84f2-797dd5b55e00"
1446,"GU","Guam (County-equivalent)","MACHECHE","96912",1,1,1,0,0,0,1,2630.57,0,0,2630.57,1,0,0,0,"39e9f4f5-8c23-420a-98a7-d101f2cf538c"
1446,"GU","Guam (County-equivalent)","MAITE","96912",1,1,1,0,0,0,1,10458.59,0,2638,7820.59,0,1,0,0,"c8c0dd79-9ce5-4b91-a89c-268a66822545"
1446,"GU","Guam (County-equivalent)","MANILAO","96912",1,1,1,0,0,0,1,9186.88,0,1776,7410.88,1,0,0,0,"9e7b777c-ec0e-4a2b-854b-76345067ce75"
1446,"GU","Guam (County-equivalent)","ORDOT","96912",1,1,1,0,0,0,1,2319.3,0,0,2319.3,1,0,0,0,"899f393c-0559-421b-83b3-792d3996ed54"
1446,"GU","Guam (County-equivalent)","SINAJANA","96912",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"ec7c3352-2eb7-4c26-a123-704ba9f67d56"
1446,"GU","Guam (County-equivalent)"," UPPER TUMON","96912",1,1,1,0,0,0,1,8420.88,0,2104,6316.88,1,0,0,0,"75853966-cb42-417b-a85e-ef0f44c42b28"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96912",2,2,2,0,0,0,2,4737.24,0,0,4737.24,2,0,0,0,"36e720af-fb83-4bc8-9a5c-73ffba9b3dd4"
1446,"GU","Guam (County-equivalent)","YIGO","96912",7,7,7,0,0,0,6,35759.19,0,5656,30103.19,5,1,0,0,"95bde48f-6867-4456-8b48-213c83dc5f58"
1446,"GU","Guam (County-equivalent)","YONA","96912",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a3197350-9177-4b57-9a2d-d5d6f57f7606"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96913",566,550,566,0,0,0,460,2565766.35,0,537665,2023879.15,398,62,0,1,"f7a30211-e0d8-49c5-8a59-ad49235c75ba"
1446,"GU","Guam (County-equivalent)","BARRIGADA HEIGHTS","96913",4,3,4,0,0,0,2,4948.75,0,0,4948.75,2,0,0,0,"ab0e882c-eb61-4c61-988c-5d9e3f9e0d4d"
1446,"GU","Guam (County-equivalent)"," BARRIGADA HTS","96913",1,0,1,0,0,0,1,750,0,0,750,1,0,0,0,"d749cf20-1f42-4f5b-b788-637046c9d1bd"
1446,"GU","Guam (County-equivalent)","BARRIGATA","96913",1,1,1,0,0,0,1,2236.66,0,0,2236.66,1,0,0,0,"0e4e16e9-1ed1-40f4-9be7-e519da262938"
1446,"GU","Guam (County-equivalent)","CANADA BARRIGADA","96913",1,1,1,0,0,0,1,1401.12,0,0,1401.12,1,0,0,0,"af852237-191f-4622-9484-0cb818fe0e44"
1446,"GU","Guam (County-equivalent)","CARLOS HEIGHTS","96913",1,1,1,0,0,0,1,1558.89,0,0,1558.89,1,0,0,0,"1bae6af3-cee2-4c9c-93e4-4a2e812274c7"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96913",2,2,2,0,0,0,2,3572.08,0,2638,934.08,2,0,0,0,"d4b4158f-ffc1-4446-af6a-18e15a11aa1f"
1446,"GU","Guam (County-equivalent)","DEDEDO","96913",5,4,5,0,0,0,3,8487.95,0,4208,4279.95,3,0,0,0,"ffff953b-7543-4edb-8574-b52f42222835"
1446,"GU","Guam (County-equivalent)","HAGANA","96913",1,1,1,0,0,0,1,6454.45,0,2104,4350.45,1,0,0,0,"2c09288b-8c12-467c-b31c-a8473429ca43"
1446,"GU","Guam (County-equivalent)","HAGATNA","96913",1,1,1,0,0,0,1,1868.16,0,0,1868.16,1,0,0,0,"6ac2754d-8488-4ac7-b7ed-ea3eac7f046a"
1446,"GU","Guam (County-equivalent)","HAMON","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"c6c69eae-9e8a-47ae-8c36-f2d92e66ed3f"
1446,"GU","Guam (County-equivalent)","HARMOM","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2c901a31-cd1a-4285-910f-b9d35a0f43ae"
1446,"GU","Guam (County-equivalent)","HARMON","96913",247,237,247,0,0,0,197,906559.66,0,188212,718110.16,186,11,0,0,"15a48d54-3f78-4a21-bb8c-73c8c6840c9d"
1446,"GU","Guam (County-equivalent)"," HARMON","96913",1,1,1,0,0,0,1,2297.26,0,0,2297.26,1,0,0,0,"6c6d31d7-7d58-4c74-bdd3-47ca23fc49ff"
1446,"GU","Guam (County-equivalent)","HARMON YIGO","96913",1,1,1,0,0,0,1,3178.01,0,1776,1402.01,1,0,0,0,"1223ddef-e876-4f48-819e-74d1797c59d9"
1446,"GU","Guam (County-equivalent)","HAROM","96913",1,1,1,0,0,0,1,14337.11,0,1776,12561.11,0,1,0,0,"056c12ac-101d-48f2-982c-a1c09a2640b5"
1446,"GU","Guam (County-equivalent)","IPAN","96913",2,2,2,0,0,0,2,3049.43,0,2104,945.43,2,0,0,0,"ec0003d2-968f-449e-8270-53906a00bfc0"
1446,"GU","Guam (County-equivalent)","LATTE HEIGHTS","96913",7,7,7,0,0,0,5,20894.67,0,1776,19118.67,5,0,0,0,"c75af085-8a1b-4624-a885-524c37ef463a"
1446,"GU","Guam (County-equivalent)","LATTE-HEIGHTS","96913",1,1,1,0,0,0,1,4210.16,0,2104,2106.16,1,0,0,0,"d85ccb0c-5f34-4180-9496-b31225681100"
1446,"GU","Guam (County-equivalent)","LATTE HEIGHTS TAMUNING","96913",1,1,1,0,0,0,1,4592.82,0,0,4592.82,1,0,0,0,"cd3d313e-a8ad-41dd-afbf-8c10dc2d6eb8"
1446,"GU","Guam (County-equivalent)","LATTE HIEGHTS","96913",1,1,1,0,0,0,1,3263.24,0,2104,1159.24,1,0,0,0,"e34c53a7-958b-472f-8b7b-72f92fd42bb6"
1446,"GU","Guam (County-equivalent)","LATTE-HIGHIS","96913",1,1,1,0,0,0,1,3230.1,0,0,3230.1,1,0,0,0,"23b42ca3-ef73-4fd9-99d6-e30f3e38a57f"
1446,"GU","Guam (County-equivalent)","LATTE PLANTATION","96913",1,1,1,0,0,0,1,10307.67,0,0,10307.67,0,1,0,0,"a1bbbd0a-a128-4528-8815-3fb9e1b7b518"
1446,"GU","Guam (County-equivalent)","LATTIE HIEGHTS","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"4eba0bc1-4895-4c0e-a9af-a48930a27c8c"
1446,"GU","Guam (County-equivalent)","MAITE","96913",2,2,2,0,0,0,2,14196.26,0,2104,12092.26,1,1,0,0,"de90543c-8c5e-4044-b5cf-042c42b9dc40"
1446,"GU","Guam (County-equivalent)","MAITE MONG MONG","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"362bd363-0fa8-4e0b-8929-88915798cdda"
1446,"GU","Guam (County-equivalent)","MANGILAO","96913",971,948,971,0,0,0,801,3788570.41,0,661046,3127524.41,727,74,0,0,"20a7aeac-6d08-4d2e-a4c0-d5f27c0bb200"
1446,"GU","Guam (County-equivalent)"," MANGILAO","96913",1,1,1,0,0,0,1,3779.15,0,1776,2003.15,1,0,0,0,"256afe4a-d14a-43ba-b099-4e89c777fef7"
1446,"GU","Guam (County-equivalent)","MANGILLAO","96913",1,1,1,0,0,0,1,7687.58,0,1776,5911.58,1,0,0,0,"444a4f2e-5944-4f96-9044-5248751fceb5"
1446,"GU","Guam (County-equivalent)","MANGILO","96913",1,1,1,0,0,0,1,2596.75,0,0,2596.75,1,0,0,0,"9b81a584-610e-4c5f-8d45-1cbf585cec9f"
1446,"GU","Guam (County-equivalent)","MANGILOA","96913",1,1,1,0,0,0,1,6566.63,0,2638,3928.63,1,0,0,0,"69deec03-ca8b-4648-81e3-37c09da7c4fc"
1446,"GU","Guam (County-equivalent)","MANGLIAO","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a9a24aab-c384-46f8-a2d4-5e3d51b794c7"
1446,"GU","Guam (County-equivalent)","ORDOT","96913",1,1,1,0,0,0,1,4156.91,0,2104,2052.91,1,0,0,0,"fcc900d4-ece2-4023-a3a8-f0383a56af31"
1446,"GU","Guam (County-equivalent)","PAGAT","96913",3,3,3,0,0,0,3,35960.73,0,4208,31752.73,1,2,0,0,"8f29f4a5-1b78-42f5-aeb3-7f4426657957"
1446,"GU","Guam (County-equivalent)","PAGAT MANGILAO","96913",4,4,4,0,0,0,3,27964.16,0,2638,25326.16,2,1,0,0,"de6eb89a-f14b-424e-ae0c-54cca0360d0c"
1446,"GU","Guam (County-equivalent)","TAI,CHALAN PAGO","96913",1,1,1,0,0,0,1,10603.31,0,2638,7965.31,0,1,0,0,"3113637c-c13b-4e03-971f-163cff8b15fd"
1446,"GU","Guam (County-equivalent)","TAMMUNING","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"d657387a-7470-457f-af30-5824774b97e0"
1446,"GU","Guam (County-equivalent)","TAMUNING","96913",902,834,902,0,0,0,667,3032587.49,0,807524,2219752.95,616,51,0,0,"d0b297ef-7e6a-4784-a0cc-31280c95c4ce"
1446,"GU","Guam (County-equivalent)","TIYAN","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"87393ab9-38ab-4e00-b4dc-32c4dbe3d51a"
1446,"GU","Guam (County-equivalent)","TOTO","96913",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"9f67e464-2e0d-4a15-8248-e4d2fc5f062c"
1446,"GU","Guam (County-equivalent)","TOTO GARDEN","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"48f96ee6-97ee-4674-a59c-e48afe53a042"
1446,"GU","Guam (County-equivalent)","TOTO,GU 96910","96913",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ca6657c8-9021-4ef0-903a-528c012e8c32"
1446,"GU","Guam (County-equivalent)","TUMAN","96913",3,1,3,0,0,0,1,3596.74,0,0,3596.74,1,0,0,0,"b9cf28bb-d921-4ad1-8523-b9d90077f7d4"
1446,"GU","Guam (County-equivalent)","TUMINING","96913",1,1,1,0,0,0,1,4770.55,0,1776,2994.55,1,0,0,0,"ba75c41f-bae9-4949-824b-c73104a99ddb"
1446,"GU","Guam (County-equivalent)","TUMON","96913",167,157,167,0,0,0,121,523989.99,0,171886,346010.38,112,9,0,0,"cd4af3be-a761-4f92-b20f-8f2178a7112c"
1446,"GU","Guam (County-equivalent)"," TUMON","96913",2,1,2,0,0,0,1,2104,0,2104,0,1,0,0,0,"4fc69f0d-e920-4652-9145-9f3258215797"
1446,"GU","Guam (County-equivalent)","TUMON HEIGHTS","96913",7,6,7,0,0,0,6,25577.27,0,12502,13075.27,6,0,0,0,"8fef82cb-93f9-48c6-a705-6f1e198b9ae0"
1446,"GU","Guam (County-equivalent)","TUMUNING","96913",3,3,3,0,0,0,2,3880,0,3880,0,2,0,0,0,"1de6a9e0-c58b-4cfb-a8ed-10149dec3834"
1446,"GU","Guam (County-equivalent)","UPPER TUMON","96913",18,18,18,0,0,0,15,65217.57,0,21710,43507.57,15,0,0,0,"e1d45337-ac99-44c0-b984-60fd6569a516"
1446,"GU","Guam (County-equivalent)","UPPER TUMON TAMUNING","96913",2,2,2,0,0,0,2,6782.47,0,3880,2902.47,2,0,0,0,"2ef26ea0-447e-4854-b2cf-cdad2f12fe1b"
1446,"GU","Guam (County-equivalent)","YIGO","96913",2,2,2,0,0,0,2,7143.78,0,0,7143.78,2,0,0,0,"9d777aea-e213-4f41-91aa-dda3b472f24f"
1446,"GU","Guam (County-equivalent)","YONA","96913",2,2,2,0,0,0,1,5719.45,0,0,5719.45,1,0,0,0,"e41f00ef-e1c0-4419-b2fc-bf55a1737dc0"
1446,"GU","Guam (County-equivalent)","YONA","96914",71,65,71,0,0,0,45,231377.63,0,26072,205305.63,37,8,0,0,"ae77cd28-0bbb-4719-a4e4-3ce96bf3142c"
1446,"GU","Guam (County-equivalent)","AGAT","96915",113,110,113,0,0,0,93,391956.6,0,65843,326113.6,91,2,0,0,"47d34172-bfbe-4849-8e28-3a85561d0711"
1446,"GU","Guam (County-equivalent)","AGATE","96915",1,1,1,0,0,0,1,76.1,0,0,76.1,1,0,0,0,"3945ce42-8cf3-48a3-b80d-07ff8f8719c1"
1446,"GU","Guam (County-equivalent)","APRA HEIGHTS","96915",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"b07e260b-2f5b-4064-af50-5ad71ab5a81d"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96915",1,1,1,0,0,0,1,8183.93,0,2104,6079.93,1,0,0,0,"778a2edc-b228-4fa0-850e-c7adfa9879d7"
1446,"GU","Guam (County-equivalent)","CHALAN  PAGO","96915",3,3,3,0,0,0,2,6693.87,0,2104,4589.87,2,0,0,0,"c3843faa-9584-483c-8d00-4900051c3a91"
1446,"GU","Guam (County-equivalent)","HYUNDAI, ST. RITA","96915",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"063fd475-3dbf-45fc-84eb-45a7e845a236"
1446,"GU","Guam (County-equivalent)","INAJARAN","96915",1,1,1,0,0,0,1,5274.74,0,2104,3170.74,1,0,0,0,"f31a36a9-9c99-4a99-a69b-65de5adf9d9b"
1446,"GU","Guam (County-equivalent)","INARAJAN","96915",59,55,59,0,0,0,49,273561.87,0,42248,231313.87,44,5,0,0,"fff66762-56c0-47bc-ae96-6e5aa0bccd8a"
1446,"GU","Guam (County-equivalent)","INARAJAN VILLAGE","96915",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"3af3bbac-bfc3-4963-b14d-d18861a2b2be"
1446,"GU","Guam (County-equivalent)","IPAN","96915",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"cff1ae4d-d69b-4a29-acef-5b5a82d5c1a7"
1446,"GU","Guam (County-equivalent)","  IPAN TALFOFO","96915",1,1,1,0,0,0,1,945.43,0,0,945.43,1,0,0,0,"afb6d261-16aa-4531-a868-2b854b4c1ac4"
1446,"GU","Guam (County-equivalent)","IPAN TALOFOFO","96915",5,5,5,0,0,0,3,12777.1,0,1776,11001.1,3,0,0,0,"30b818fd-11a9-42ba-90e6-51693bb4cf6e"
1446,"GU","Guam (County-equivalent)","MAJLOJLO","96915",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"1e936484-9941-47c2-ae8e-6ffa00ec6a83"
1446,"GU","Guam (County-equivalent)","MALJOLJO","96915",1,1,1,0,0,0,1,13887.15,0,2104,11783.15,0,1,0,0,"583549d8-efb9-443a-a005-a16ac2fb6736"
1446,"GU","Guam (County-equivalent)","MALOJLOJ","96915",14,11,14,0,0,0,10,60124.87,0,10070,50054.87,9,1,0,0,"44de3fd4-e535-4de1-80dd-980082e7e6fb"
1446,"GU","Guam (County-equivalent)","MALOLJOJ","96915",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"4c28f93e-3d9f-4c81-9f17-d20f5d7c117e"
1446,"GU","Guam (County-equivalent)","MANGILAO","96915",2,2,2,0,0,0,2,3588.08,0,2104,1484.08,2,0,0,0,"e1053cf2-0790-4872-9a67-aaf2e63326bc"
1446,"GU","Guam (County-equivalent)","MELESESSO","96915",1,1,1,0,0,0,1,2720.79,0,0,2720.79,1,0,0,0,"39359238-acf8-434a-903a-f4ca466c2cee"
1446,"GU","Guam (County-equivalent)","MERIZO","96915",42,42,42,0,0,0,34,116885.69,698.84,22694,93492.85,33,1,0,0,"2566a843-1afa-4524-88a3-d4d0f86e2567"
1446,"GU","Guam (County-equivalent)","PALOFOFO","96915",1,1,1,0,0,0,1,1484.08,0,0,1484.08,1,0,0,0,"93ab1258-1d6a-46c8-8c0c-a6fd5e3df2ec"
1446,"GU","Guam (County-equivalent)","PITI","96915",64,63,64,0,0,0,52,275044.69,0,47608,226265.64,46,6,0,0,"f8eb4c21-1672-42d2-a58d-a172b39573ee"
1446,"GU","Guam (County-equivalent)"," PITI","96915",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"486d4571-854b-4397-9138-34e12f225924"
1446,"GU","Guam (County-equivalent)","PITI`","96915",1,1,1,0,0,0,1,3078.12,0,0,3078.12,1,0,0,0,"ac517f73-1ecc-479b-9314-5dd874255658"
1446,"GU","Guam (County-equivalent)","PULANTAT YONA","96915",4,4,4,0,0,0,4,20364.72,0,5656,14708.72,3,1,0,0,"291497cc-5b3e-4ba9-817d-6177a99ee804"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96915",209,194,209,0,0,0,165,821000.6,270,265314,555416.6,153,12,0,0,"b840eddc-f6d3-44a9-aa23-3df20588c8d1"
1446,"GU","Guam (County-equivalent)","SANTA  RITA","96915",1,1,1,0,0,0,1,5251.26,0,1776,3475.26,1,0,0,0,"8bc4beab-8a25-4828-b6bf-54234309b363"
1446,"GU","Guam (County-equivalent)","TALAFOF0","96915",1,1,1,0,0,0,1,11960.86,0,2966,8994.86,0,1,0,0,"9fccd595-cb3b-49e5-97ea-a4c02ea3ce91"
1446,"GU","Guam (County-equivalent)","TALAFOFO","96915",2,2,2,0,0,0,2,3552,0,3552,0,2,0,0,0,"f519e6e4-9c44-4adc-81d9-fbec81c45375"
1446,"GU","Guam (County-equivalent)","TALOFOFO","96915",189,182,189,0,0,0,165,1077111.13,0,260132,816979.13,127,38,0,0,"f1714c46-4223-4704-ab6c-5fa6bae269af"
1446,"GU","Guam (County-equivalent)","TAMUNING","96915",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"85407e33-1e3e-442d-a03a-60ad410eb1d0"
1446,"GU","Guam (County-equivalent)","TOTO","96915",1,1,1,0,0,0,1,934.08,0,0,934.08,1,0,0,0,"93f34d84-5f82-48da-aaba-f8af26eea75b"
1446,"GU","Guam (County-equivalent)","UMATAC","96915",36,35,36,0,0,0,27,96521.87,0,20088,76433.87,27,0,0,0,"87940856-d53d-4b06-8997-191cbd0e2032"
1446,"GU","Guam (County-equivalent)","WINDWARD HILLS YONA","96915",1,1,1,0,0,0,1,977.41,0,0,977.41,1,0,0,0,"3c464596-abcb-41c0-8441-347446a01e51"
1446,"GU","Guam (County-equivalent)","WINDWORD HILLS","96915",1,1,1,0,0,0,1,1053.08,0,0,1053.08,1,0,0,0,"ea83a20e-c5cf-46fd-8e52-970da63e3613"
1446,"GU","Guam (County-equivalent)","YANO","96915",1,1,1,0,0,0,1,4173.47,0,1776,2397.47,1,0,0,0,"018827d2-a0fc-4ad9-a237-616ea4d85531"
1446,"GU","Guam (County-equivalent)","YONA","96915",327,314,327,0,0,0,253,1585980.16,0,271862,1314118.16,203,50,0,0,"8fb3140c-7fdb-4844-899b-d4c2862020cc"
1446,"GU","Guam (County-equivalent)","MAITE","96916",1,1,1,0,0,0,1,5607.09,0,2104,3503.09,1,0,0,0,"68c86dcf-7c3f-4330-88f3-953220f7fe69"
1446,"GU","Guam (County-equivalent)","MERIZO","96916",50,48,50,0,0,0,39,116230.61,0,36058,80172.61,39,0,0,0,"0a715062-8e3e-487a-aaa0-7ef91908e812"
1446,"GU","Guam (County-equivalent)","SANTA RITA","96916",1,1,1,0,0,0,1,9304.25,0,2104,7200.25,1,0,0,0,"64887f71-f28e-4653-97f8-ba27d14cd6e6"
1446,"GU","Guam (County-equivalent)","UMATAC","96916",1,1,1,0,0,0,1,2028.86,0,0,2028.86,1,0,0,0,"87b28ac0-70de-45d9-8bc0-4bc1b6fac1e1"
1446,"GU","Guam (County-equivalent)","INARAJAN","96917",60,58,60,0,0,0,51,285924.02,0,54454,230420.02,43,8,0,0,"0d667e1b-5f47-4545-965b-1a9ccea26540"
1446,"GU","Guam (County-equivalent)","MALOJLOJ","96917",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"6631d0e3-4499-4cae-8aa8-765660e1d806"
1446,"GU","Guam (County-equivalent)","NCSDEDEDO","96917",1,1,1,0,0,0,1,3425.69,0,0,3425.69,1,0,0,0,"cf057928-6aa9-4e21-8400-c5073cc250b8"
1446,"GU","Guam (County-equivalent)","UMATAC","96918",9,8,9,0,0,0,7,43946.22,0,8294,35652.22,6,1,0,0,"4cd301ad-6882-4ecd-a5bf-62853556be74"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96919",19,18,19,0,0,0,16,67144.36,0,17572,48662.36,16,0,0,0,"3927c71a-a8fe-4018-9bbe-21cef223e12e"
1446,"GU","Guam (County-equivalent)","MAITE","96919",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"018e444f-b3e5-426d-8c6c-23c41c317365"
1446,"GU","Guam (County-equivalent)","PITI","96919",5,5,5,0,0,0,5,23900.15,0,5328,18572.15,5,0,0,0,"1868cef8-994c-4872-b7ee-ae760593ba77"
1446,"GU","Guam (County-equivalent)","TOTO","96920",1,1,1,0,0,0,1,17324.84,0,2638,14686.84,0,1,0,0,"cae3f7b1-c799-4663-81c7-3c902973eb7f"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96921",2,2,2,0,0,0,2,14362.04,0,1776,12586.04,2,0,0,0,"f118d581-2404-4f82-9d0b-2316dcada5ee"
1446,"GU","Guam (County-equivalent)","AGAT","96921",1,1,1,0,0,0,1,2676.77,0,0,2676.77,1,0,0,0,"dd14c646-af16-4b69-86bd-fdb9fec9050a"
1446,"GU","Guam (County-equivalent)","BARRAGADA","96921",1,1,1,0,0,0,1,8141.79,0,2104,6037.79,1,0,0,0,"2315909f-8b6c-4550-b603-fd376e9f9ee8"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96921",188,181,188,0,0,0,149,889588.38,0,179474,710114.38,128,21,0,0,"8fbdb0cd-3094-43bb-9dc1-f5a31b5bb48f"
1446,"GU","Guam (County-equivalent)",".\cBARRIGADA","96921",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"c99031c0-7ba4-46d4-b461-0fb89b7572e8"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96921",1,1,1,0,0,0,1,4107.32,0,1776,2331.32,1,0,0,0,"6bc50dee-1e94-47e7-a2b2-f77551f7d0d2"
1446,"GU","Guam (County-equivalent)","DEDEDO","96921",17,17,17,0,0,0,13,76339.66,0,16588,59751.66,12,1,0,0,"91f2deb9-a8d9-4562-806b-57fa808720b2"
1446,"GU","Guam (County-equivalent)","DEDEDO ","96921",1,1,1,0,0,0,1,4652.83,0,2104,2548.83,1,0,0,0,"beb80de4-6b57-4b71-9a81-45e6a9ff5210"
1446,"GU","Guam (County-equivalent)","GAYINERO","96921",1,1,1,0,0,0,1,10133.27,0,0,10133.27,0,1,0,0,"f3b822ff-d3f4-4940-ae08-0ff8da6adec9"
1446,"GU","Guam (County-equivalent)","GUAM MAIN FACILITY","96921",2,2,2,0,0,0,2,5184.84,0,1776,3408.84,2,0,0,0,"24dae9cc-c610-44ad-8c56-6be66fc7d3ab"
1446,"GU","Guam (County-equivalent)","HARMON","96921",8,7,8,0,0,0,7,37553.34,0,7760,29793.34,7,0,0,0,"2df09607-c210-4a17-8ac2-089e5763322f"
1446,"GU","Guam (County-equivalent)","LATTE HEIGHTS","96921",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"10bca403-3aed-4547-b3a7-860f356d33b7"
